21 5 50 11 68 46 33 36 46 44
36 21 7 0 33 70 47 53 61 56
46 50 31 59 54 9 35 60 50 5
56 36 52 59 36 59 33 40 61 72
36 59 55 32 59 55 59 55 9 7
36 36 70 9 18 59 1 75 36 54
33 46 7 46 44 50 67 9 28 49
35 27 50 46 0 56 60 47 33 46
16 27 47 60 59 55 10 0 36 59
9 59 9 36 59 55 59 55 39 49
56 7 24 42 33 46 18 5 50 31
31 12 70 21 18 56 60 59 72 61
56 49 47 0 31 67 40 51 11 5
21 5 7 31 40 46 7 24 57 9
56 52 44 59 21 33 60 59 53 70
31 21 6 32 59 55 59 21 8 26
36 70 47 7 75 39 25 68 56 17
28 66 36 1 31 8 46 7 56 7
21 67 36 11 49 75 52 36 59 21
56 7 24 31 68 50 43 6 33 46
35 60 59 72 39 7 9 24 55 49
50 31 43 46 9 3 58 50 9 9
59 21 7 5 46 7 40 59 36 46
56 50 58 43 9 60 59 55 43 64
56 11 49 5 9 24 55 5 3 33
31 40 7 56 24 7 64 30 72 45
70 47 9 0 56 36 11 49 10 9
47 38 52 6 35 0 62 68 2 1
21 69 31 38 52 59 39 38 59 14
21 27 18 6 31 56 41 75 55 7
56 36 59 55 26 46 31 46 7 56
72 70 56 60 29 70 42 59 36 46
56 7 24 50 43 0 36 49 9 60
23 32 0 32 64 49 0 31 0 56
36 72 70 66 17 5 46 7 56 17
50 43 39 18 56 47 10 23 28 7
56 50 31 56 39 74 14 64 46 7
50 31 43 59 74 24 72 9 7 19
56 7 24 11 73 61 33 61 56 36
56 60 47 70 54 43 42 39 50 31
35 20 33 37 56 36 11 70 55 23
40 49 5 75 43 9 9 59 56 7
33 11 46 67 12 58 50 9 70 60
35 21 32 59 9 72 59 52 59 70
56 60 55 59 6 33 56 56 56 49
46 44 73 9 28 35 60 50 5 60
31 33 35 53 61 56 7 7 31 72
32 59 9 59 55 49 60 59 72 1
36 27 55 1 56 15 23 49 30 21
46 25 14 11 49 46 70 17 7 65
36 56 36 71 59 33 12 17 64 73
36 37 72 70 56 51 9 59 9 59
56 56 49 44 38 59 55 43 49 69
35 60 50 5 1 46 59 6 21 33
60 46 44 38 39 59 6 56 60 59
31 0 36 46 30 40 73 7 43 39
33 56 45 7 15 12 24 46 6 35
70 47 8 46 7 65 33 60 47 46
31 70 66 56 0 70 62 45 24 57
36 27 20 17 47 31 67 59 9 60
47 61 56 50 31 9 36 59 55 73
33 70 56 50 9 72 9 7 5 31
50 31 56 52 72 59 55 64 39 49
31 0 36 47 31 56 11 24 39 57
36 44 39 31 31 60 59 59 19 23
6 0 56 56 0 9 42 35 48 50
25 20 56 60 60 59 21 21 46 7
56 60 59 72 70 39 40 7 56 11
56 59 71 69 56 11 68 73 7 56
56 47 63 46 70 53 6 28 28 36
31 56 53 61 56 17 7 56 59 71
31 56 11 49 2 56 52 44 50 9
59 14 68 35 60 46 67 11 49 24
70 1 75 8 59 2 36 21 67 46
36 56 36 55 72 51 39 16 46 7
39 56 50 56 39 68 50 35 57 57
39 56 11 31 39 70 40 68 40 46
31 56 7 24 15 53 60 59 72 59
56 56 40 7 49 2 33 46 7 46
56 56 7 38 59 59 9 60 59 55
45 69 52 59 55 25 1 75 36 72
31 67 56 36 46 7 24 59 55 73
56 11 9 27 38 36 36 72 51 39
35 50 46 72 0 7 57 39 59 39
56 56 7 57 39 38 59 59 9 61
27 38 42 70 56 7 9 32 59 31
35 7 9 53 36 59 55 60 46 67
28 36 59 55 59 72 9 7 56 46
19 5 59 66 70 9 39 59 66 9
50 31 43 46 46 7 72 11 69 59
31 33 46 56 9 59 36 39 59 6
36 2 31 55 5 65 31 55 64 9
56 7 57 39 57 39 2 58 50 74
46 6 37 56 54 43 13 46 60 59
46 50 67 59 33 70 18 36 59 70
46 25 12 7 56 36 59 55 9 23
31 33 9 50 28 36 21 42 55 39
36 59 33 47 46 7 46 17 44 50
33 9 50 31 43 27 60 59 55 7
72 75 43 39 31 60 59 55 9 9
49 52 6 33 16 7 31 70 68 72
56 56 11 49 70 56 47 7 31 67
56 44 41 0 36 11 46 9 64 60
59 70 60 70 5 59 42 0 36 14
7 35 73 57 60 60 59 55 59 36
56 44 38 59 27 46 7 56 24 39
35 57 57 59 38 59 59 70 70 9
56 56 36 16 59 59 70 21 47 7
56 7 56 7 5 46 7 57 2 59
33 46 50 65 40 74 43 9 59 39
56 50 2 36 46 46 56 39 59 60
72 10 7 56 68 65 56 44 50 75
58 60 33 70 75 5 1 46 7 5
36 21 68 46 56 39 68 5 50 31
36 70 56 49 24 66 31 72 59 9
21 14 5 67 56 49 24 70 60 59
56 71 75 72 59 9 35 60 59 55
56 56 7 46 7 56 11 49 30 31
47 23 19 39 66 7 56 57 47 24
56 36 59 55 27 33 0 70 62 47
36 21 56 44 16 7 39 70 66 31
57 47 35 19 72 34 50 56 7 56
56 52 10 7 19 50 74 67 39 57
56 36 21 10 59 6 36 21 24 7
36 70 56 49 56 7 49 5 46 59
31 56 60 59 59 59 14 36 11 7
32 59 55 70 56 17 7 56 27 38
28 60 59 59 6 39 33 31 37 56
36 59 1 21 67 36 46 7 65 47
42 33 36 70 9 72 58 50 43 9
46 44 27 50 56 60 59 50 31 13
36 21 67 12 32 64 42 33 25 2
31 56 56 7 56 11 24 74 70 21
56 49 39 70 66 56 56 44 50 43
56 47 7 9 72 23 63 69 31 56
47 7 56 24 31 60 59 55 64 60
56 36 59 55 6 46 70 39 9 59
56 11 16 33 42 70 56 60 0 9
56 7 49 66 1 9 72 9 23 39
33 46 56 7 39 62 73 32 59 55
21 67 12 68 46 46 7 49 2 67
59 59 70 75 52 45 11 7 24 39
36 59 33 17 0 56 56 7 44 50
31 25 31 56 7 56 69 59 55 55
36 21 5 60 59 36 59 6 15 12
47 60 59 55 61 74 59 37 1 70
56 50 9 72 59 6 56 38 59 55
31 60 48 7 5 46 7 31 28 3
46 27 25 37 38 46 46 7 56 39
31 5 46 44 50 46 70 46 7 46
19 39 36 75 7 56 50 31 44 50
31 56 60 59 59 10 27 60 37 30
36 9 72 59 70 56 34 42 42 14
56 56 7 38 59 52 7 31 67 59
21 70 66 47 67 49 5 46 59 72
7 24 74 61 69 69 56 33 25 12
28 70 24 17 39 69 56 7 38 59
36 70 1 46 9 3 33 25 46 44
46 36 59 55 6 31 24 9 59 55
46 7 32 59 55 59 55 67 49 71
10 59 21 7 56 5 60 59 59 36
62 56 60 36 59 6 59 21 67 36
59 59 70 39 51 39 21 31 68 50
46 36 59 55 6 32 33 23 39 72
27 55 64 24 15 46 70 75 59 30
50 57 57 30 38 74 9 59 72 59
31 44 6 69 44 50 9 23 59 72
31 19 50 56 17 7 56 7 24 50
56 56 7 56 7 2 30 28 11 66
56 36 30 46 70 9 39 31 33 47
47 49 69 50 1 46 67 12 40 59
56 7 24 28 59 36 44 39 59 59
56 44 50 43 64 5 49 70 9 60
36 59 72 70 66 31 42 2 28 64
70 45 57 25 9 50 31 60 59 21
56 49 72 59 39 68 35 7 2 70
56 7 49 40 7 56 74 7 46 7
56 60 59 72 33 60 59 37 14 70
21 33 7 46 7 56 18 56 70 35
27 13 9 68 70 7 5 48 39 59
31 5 50 31 43 59 60 55 59 33
73 7 56 5 50 33 31 43 59 59
32 59 55 46 44 33 50 43 59 49
36 70 12 12 57 39 59 21 44 39
56 56 49 38 39 7 31 75 46 27
59 6 67 36 59 55 0 56 60 36
62 17 7 56 44 50 9 9 56 49
9 23 33 47 46 4 46 7 56 49
56 50 73 17 5 73 59 36 16 47
36 59 6 15 46 59 72 4 53 69
21 8 3 69 60 59 55 60 39 59
56 7 75 66 25 2 33 46 53 70
46 7 46 7 56 49 51 9 60 59
56 36 2 70 21 47 53 68 52 31
31 56 7 24 59 55 59 45 7 51
35 44 39 59 37 51 47 53 24 73
33 41 23 7 56 7 15 24 46 70
33 75 43 11 43 56 49 24 69 68
5 58 9 70 35 57 59 69 26 58
60 59 12 70 39 24 5 50 25 43
56 60 59 36 59 14 27 21 18 36
19 65 58 35 58 9 68 46 58 9
46 7 56 52 59 39 7 31 6 27
19 14 59 60 36 36 59 72 9 59
1 33 31 67 1 46 11 49 30 19
56 50 31 56 24 32 59 55 59 55
56 49 47 70 6 62 5 62 31 21
36 21 32 59 32 64 73 61 56 24
36 72 7 56 59 53 27 69 59 60
56 58 9 70 9 59 37 11 38 46
56 50 13 58 68 9 6 37 39 17
56 7 24 5 46 59 59 70 56 7
56 71 62 17 60 59 6 55 66 7
14 36 59 1 45 59 6 36 21 67
56 49 67 27 59 36 59 72 9 59
75 52 55 56 7 31 68 46 7 56
36 59 55 5 9 6 54 56 36 59
33 33 42 27 59 72 0 9 59 72
56 49 18 1 75 43 7 56 7 65
56 56 49 39 68 50 7 56 7 56
57 47 40 46 43 8 60 59 72 59
36 70 9 18 35 57 39 57 57 57
31 24 59 39 39 57 39 59 9 7
36 70 47 50 31 67 71 59 59 72
47 69 59 46 7 49 42 14 71 60
19 10 57 57 39 59 9 59 71 59
35 50 46 68 50 7 31 56 7 31
36 70 12 39 68 5 50 31 56 7
56 71 27 0 6 35 12 31 0 50
56 11 24 47 3 33 25 59 42 33
56 11 49 70 55 17 57 60 59 59
59 21 7 56 49 24 67 56 74 44
36 70 44 66 56 60 47 72 33 75
31 5 46 7 65 56 39 0 73 9
56 49 51 47 50 46 46 18 50 1
58 9 9 27 59 9 59 55 7 70
56 56 7 24 50 9 72 9 60 59
50 47 23 23 52 16 21 59 39 7
47 43 51 30 60 59 55 21 7 56
36 14 3 0 31 0 36 47 53 35
38 59 33 11 64 13 56 58 9 70
56 36 59 55 5 31 68 46 7 56
25 59 6 6 33 70 17 7 1 27
31 33 47 53 69 70 74 67 35 57
56 49 46 56 17 7 5 50 56 56
56 52 6 15 1 70 47 0 2 68
5 59 45 23 5 13 46 59 46 7
57 25 12 22 0 49 59 29 6 37
21 3 55 5 50 67 0 35 58 9
56 49 47 72 44 27 47 59 24 33
56 7 8 59 9 59 9 59 9 64
56 36 59 55 7 19 46 72 9 59
18 36 21 7 53 70 53 68 46 9
47 10 59 9 35 69 59 2 31 68
36 70 47 26 39 23 47 23 52 67
56 60 47 70 12 60 59 72 59 55
45 54 68 46 11 24 70 68 31 7
28 11 49 46 60 59 46 10 7 56
56 40 65 57 39 47 46 50 67 48
56 50 36 59 72 1 75 36 72 27
45 44 25 56 7 58 9 70 5 3
35 7 56 15 75 9 60 72 59 55
56 50 43 39 54 46 7 24 66 21
56 7 16 8 44 37 31 70 71 50
31 56 39 59 10 38 59 9 59 55
56 36 30 59 55 43 24 46 6 9
42 70 62 56 17 7 56 5 65 60
46 27 50 9 72 0 37 11 75 52
41 1 56 49 5 61 67 50 56 46
33 46 50 56 56 24 31 59 39 14
56 56 7 39 39 31 0 46 56 25
36 47 9 72 59 70 56 46 7 46
42 23 59 6 9 58 69 58 9 70
19 14 36 59 55 43 18 35 57 70
32 59 9 0 31 24 39 59 9 59
46 50 50 46 46 6 5 31 39 69
56 60 53 62 9 23 59 45 6 0
35 7 56 39 59 59 9 35 49 72
60 59 53 61 50 44 50 70 68 41
33 46 50 40 46 27 6 27 49 33
33 46 7 46 7 57 39 57 39 59
56 7 75 11 66 37 66 31 56 60
36 21 68 46 27 50 31 56 11 70
31 23 5 14 46 31 46 54 67 39
33 46 7 56 7 24 35 35 38 59
56 56 7 49 59 2 6 69 24 74
36 56 7 56 7 56 49 24 67 6
59 33 72 51 11 68 50 7 56 17
19 5 59 39 9 59 71 59 59 36
50 31 40 5 21 8 7 57 68 46
31 56 36 59 55 4 46 67 65 39
31 13 67 40 8 9 7 24 3 27
40 1 1 9 72 70 9 59 9 43
59 72 74 64 74 9 10 18 36 72
9 18 36 72 54 72 8 59 42 59
56 7 49 70 47 56 7 38 59 46
56 34 28 59 2 27 55 59 55 0
36 21 19 2 19 42 0 56 56 49
46 7 56 68 7 24 32 46 7 24
31 56 7 75 11 24 74 70 9 59
56 50 60 59 46 70 70 6 18 5
56 60 59 72 59 71 59 33 40 72
36 59 21 7 56 17 5 1 47 7
31 35 39 59 55 43 49 19 65 33
56 7 66 40 5 9 64 59 67 44
46 50 65 15 17 50 1 70 56 49
59 9 6 70 58 9 70 43 11 43
56 50 36 36 72 59 72 7 56 26
36 59 55 66 28 28 59 46 7 24
59 55 60 59 14 24 59 55 59 14
41 75 72 70 5 38 59 59 55 9
46 7 5 46 59 37 1 0 9 55
36 70 47 46 46 7 46 7 56 56
72 3 68 72 37 38 50 9 72 59
47 35 19 72 51 39 59 71 59 23
56 49 12 70 56 56 49 46 6 18
56 49 42 59 2 36 59 72 7 5
56 36 59 55 7 19 42 55 69 36
56 56 7 67 59 9 49 70 75 42
31 56 46 7 56 7 56 18 36 11
56 25 17 7 56 7 24 49 60 59
47 43 46 46 7 5 46 59 3 14
28 31 46 7 39 59 39 59 59 21
46 50 65 70 0 70 12 40 39 7
10 59 7 0 36 46 7 5 50 56
31 10 7 56 31 60 59 72 59 70
56 7 8 59 3 59 37 33 46 7
36 59 42 71 47 50 56 47 59 39
35 60 59 72 74 64 39 23 52 16
56 7 49 3 23 75 29 59 72 7
56 56 7 54 38 47 35 38 52 35
31 35 39 30 18 43 18 58 9 59
56 49 52 46 7 56 57 39 50 27
35 57 39 59 9 23 49 68 19 39
31 40 49 2 60 59 36 59 42 9
56 50 31 68 46 7 56 11 66 2
50 31 56 45 7 56 65 60 36 59
56 56 7 56 11 10 7 24 57 39
50 59 7 75 73 7 7 21 8 9
19 50 9 72 31 68 7 31 72 51
36 14 11 11 5 46 50 72 3 33
47 49 41 9 72 46 0 36 59 21
56 49 71 69 50 56 44 50 43 39
56 49 47 70 56 7 75 43 44 63
36 59 72 4 23 5 46 7 46 7
21 7 39 70 66 1 46 59 42 59
31 56 24 39 66 36 59 55 0 56
56 50 1 33 46 50 31 43 9 7
36 21 11 57 2 60 59 70 12 46
60 33 72 44 42 66 70 56 56 11
56 50 70 62 17 66 31 42 41 9
25 56 7 5 59 56 40 38 46 7
31 10 7 56 0 36 49 9 0 56
36 72 45 7 56 10 7 56 56 24
36 70 61 50 1 27 66 31 2 7
57 39 57 39 59 75 52 46 60 55
5 50 56 50 31 43 11 16 24 57
56 36 59 55 44 39 70 17 17 56
47 10 67 39 59 59 9 64 49 49
56 20 69 0 3 25 38 46 7 7
47 46 70 18 43 57 60 47 53 27
33 56 20 25 1 14 11 61 52 7
36 59 21 27 25 44 47 72 67 11
31 5 10 59 25 69 58 9 9 64
56 8 59 37 21 70 39 5 7 31
56 47 59 59 59 33 43 64 57 2
21 7 56 12 59 36 36 70 44 55
75 9 61 50 1 0 9 55 9 36
56 49 68 72 7 56 7 24 21 64
21 44 67 27 38 35 4 23 7 38
50 31 58 60 36 59 55 59 21 70
36 59 6 37 39 4 46 12 74 59
36 46 56 7 24 3 49 33 31 50
32 64 49 23 33 11 73 68 7 6
39 59 33 46 7 46 7 39 59 16
36 59 72 53 40 5 49 66 7 31
32 59 56 71 47 44 33 25 46 36
35 57 59 52 6 9 18 6 28 9
36 59 12 72 59 21 7 24 39 59
47 3 5 50 5 54 0 35 25 47
56 60 47 22 54 43 39 6 9 70
31 40 7 56 24 32 59 55 32 11
20 56 56 56 36 59 55 53 41 9
56 36 59 55 59 72 26 39 23 75
56 25 17 7 7 7 56 11 9 32
75 71 35 59 6 49 69 9 18 58
36 59 6 9 59 70 62 60 59 59
50 31 36 14 9 70 11 5 59 21
31 56 46 7 56 7 2 27 9 70
56 7 42 50 58 9 59 71 25 0
31 5 46 7 39 31 46 7 56 68
31 0 36 21 7 56 68 7 55 44
56 47 59 37 37 63 46 50 44 67
36 21 67 31 72 31 68 50 56 7
8 23 49 73 61 7 56 7 24 50
46 36 70 18 56 56 36 33 11 46
36 21 70 17 14 9 60 59 55 64
59 40 59 55 9 32 46 36 46 53
31 56 7 39 59 60 39 23 59 71
36 21 7 56 68 24 74 46 59 9
56 36 59 55 0 31 43 59 37 39
62 7 31 24 31 0 62 9 60 59
27 39 54 31 60 59 72 54 43 42
10 70 6 62 69 25 12 55 5 50
31 39 68 46 44 54 8 50 31 0
48 44 65 0 28 56 39 68 56 36
56 49 39 33 11 70 17 24 27 25
60 21 7 19 42 60 47 0 31 7
33 46 7 56 27 38 57 39 59 71
56 50 9 72 70 9 60 59 55 59
21 8 59 37 39 69 64 73 7 7
28 1 70 12 57 46 50 46 59 69
56 7 24 50 0 40 73 7 49 5
32 59 55 60 59 53 61 69 70 65
36 56 36 59 30 70 71 75 39 28
56 60 59 72 59 71 33 62 9 59
36 59 33 15 53 31 7 5 46 59
56 56 7 57 59 23 49 0 70 5
56 7 24 50 0 56 2 33 25 34
31 66 40 5 38 36 59 6 36 21
60 59 55 10 59 72 70 9 39 59
46 50 25 47 36 26 67 39 7 31
46 7 46 7 32 59 67 56 7 49
31 48 53 68 28 36 59 55 9 59
56 47 57 60 47 31 68 50 43 58
36 44 37 46 31 46 7 40 5 53
46 60 59 55 33 56 7 20 47 24
31 67 1 46 7 70 37 56 7 31
31 21 7 56 31 39 7 56 24 46
36 14 49 70 21 39 57 39 3 23
31 67 12 40 59 55 21 7 19 5
49 38 59 9 59 9 9 60 59 72
47 7 56 49 59 36 46 7 65 44
56 49 14 8 59 52 36 36 36 39
36 21 7 53 70 61 42 2 56 30
32 59 9 9 7 56 49 24 59 55
40 24 9 59 37 36 39 7 31 46
56 56 7 49 70 2 23 46 7 50
36 21 67 31 5 56 39 27 38 59
56 7 40 8 45 11 56 40 7 56
35 7 56 39 59 9 49 66 9 0
31 33 12 5 59 53 70 70 66 17
56 56 7 24 57 39 0 50 43 39
50 31 7 46 4 46 46 7 56 74
56 7 75 9 50 21 39 58 66 36
36 21 56 48 7 56 49 24 56 50
59 21 32 46 7 24 49 21 5 50
31 0 36 63 46 25 75 73 7 7
33 3 66 35 7 31 28 36 59 55
31 5 10 27 25 70 66 0 70 21
35 49 68 32 0 55 56 60 59 36
52 75 26 68 50 7 31 7 5 44
56 36 55 23 49 70 47 38 39 68
9 38 52 59 6 59 21 59 55 56
36 72 4 17 44 50 56 24 35 60
39 57 39 35 57 57 57 57 57 57
36 1 75 36 54 36 59 52 9 44
56 34 45 7 56 11 51 55 73 56
35 57 39 27 38 57 48 60 36 0
56 36 59 55 7 19 75 72 6 9
21 18 36 5 1 46 10 59 6 6
39 5 44 50 70 31 39 39 75 43
21 37 31 67 43 38 56 11 11 10
56 60 33 75 36 5 46 56 11 49
39 61 50 27 66 31 0 39 5 46
60 46 7 56 49 49 29 39 75 36
62 63 68 31 0 46 66 56 56 7
27 25 7 47 56 50 56 50 58 9
56 71 44 25 66 38 21 8 59 55
56 25 12 24 39 7 5 56 50 56
50 31 35 17 24 56 47 59 42 59
31 21 7 56 59 55 60 55 0 31
31 44 38 59 9 59 9 36 72 59
31 33 46 50 7 56 7 7 56 5
31 56 49 42 45 69 9 71 36 59
36 44 23 5 59 12 59 70 60 47
28 12 59 55 48 56 50 9 39 43
35 46 7 56 7 56 11 49 0 70
32 59 72 4 12 60 59 72 6 54
56 49 42 59 72 33 59 67 75 52
60 70 5 1 37 21 31 11 68 56
56 50 9 60 54 31 74 32 46 44
31 56 54 9 23 59 35 59 55 39
73 40 49 2 58 9 59 59 71 59
56 42 55 69 20 56 56 44 50 33
9 72 59 72 4 23 55 9 59 32
56 17 49 50 56 17 7 56 10 44
56 36 11 0 46 56 7 2 59 55
14 5 59 6 55 33 17 56 44 31
59 70 12 27 60 59 72 59 37 59
31 70 12 35 60 50 50 25 43 46
56 36 2 7 33 46 31 1 42 33
47 33 9 9 59 70 48 60 59 72
32 59 55 64 73 7 19 26 52 46
5 50 70 56 52 21 56 44 50 15
56 36 59 55 59 6 30 21 64 39
47 60 59 55 7 64 46 56 24 32
35 57 2 35 60 59 55 43 39 73
36 59 24 12 59 55 36 49 70 2
33 46 50 67 39 9 59 71 59 45
56 60 59 19 72 33 7 67 39 52
50 31 56 7 56 36 59 55 0 31
56 36 2 33 46 50 43 17 66 70
56 7 49 26 31 0 32 11 49 30
56 7 15 49 21 6 67 47 39 70
46 7 2 59 46 7 50 40 46 23
47 59 40 59 55 23 49 52 7 44
31 56 50 9 72 59 0 28 11 68
56 7 28 7 56 7 31 44 42 26
31 60 46 59 72 68 50 7 58 60
8 32 59 70 56 7 31 10 24 74
56 34 60 59 54 43 39 23 49 66
46 6 56 47 9 37 24 24 70 70
36 59 37 1 31 0 67 50 35 72
33 49 60 59 19 72 45 11 24 49
46 56 44 50 70 68 2 69 7 46
45 7 56 49 71 69 56 49 24 56
56 47 23 7 59 13 59 59 70 5
36 21 21 19 21 56 39 31 70 69
36 37 46 56 7 39 70 12 40 42
36 70 21 61 61 56 29 37 50 31
62 1 1 46 58 50 9 9 14 74
66 31 50 43 40 7 9 60 59 55
50 31 56 7 15 46 38 59 59 46
31 5 46 7 56 75 43 59 55 60
31 67 1 2 28 71 39 68 50 65
36 21 67 39 18 31 50 31 43 59
28 31 56 24 36 59 55 35 60 59
35 57 59 9 59 9 57 59 35 0
46 58 9 70 9 6 37 33 47 33
9 68 17 7 7 46 7 46 7 39
47 32 59 55 44 66 56 53 39 44
50 31 56 60 59 7 2 70 21 39
56 56 49 38 27 59 55 41 61 70
56 56 7 50 73 44 61 56 11 38
40 49 47 7 4 23 49 30 21 7
56 7 24 4 39 24 57 57 35 9
31 5 10 7 56 39 30 59 21 44
56 36 11 5 59 72 9 72 4 46
56 56 11 49 54 70 7 5 46 7
31 27 50 31 56 60 59 50 43 46
36 47 73 7 5 17 5 1 46 46
19 65 58 9 0 36 49 67 11 71
56 56 50 70 24 73 66 35 7 31
56 71 47 39 59 9 59 9 64 49
37 67 13 31 67 43 9 72 40 7
56 7 12 69 9 60 59 55 43 46
36 46 7 1 7 56 27 50 41 9
31 56 60 59 47 46 69 59 9 59
31 56 60 59 72 70 7 40 20 56
36 64 56 7 56 11 49 70 47 21
50 57 1 0 31 68 46 7 40 7
36 21 50 1 50 56 60 59 59 59
35 7 56 7 56 61 9 7 24 3
36 49 18 56 36 59 6 9 59 72
36 21 18 6 28 33 32 64 39 7
35 25 12 49 2 59 6 33 70 45
35 57 2 31 67 13 0 46 27 7
32 59 9 64 30 55 40 59 36 30
31 56 36 59 55 7 19 42 72 59
21 72 45 40 54 9 59 21 64 7
50 31 60 59 55 43 11 73 9 43
56 47 7 64 57 68 56 12 61 8
56 7 24 8 59 1 47 38 32 59
57 55 44 23 59 21 46 7 68 50
36 21 56 7 31 0 50 31 36 59
70 65 38 59 39 33 60 59 59 70
72 45 5 7 5 59 67 56 36 59
46 25 62 39 49 40 5 9 62 60
31 56 60 59 59 60 59 21 67 36
33 70 53 66 30 70 71 47 73 7
75 45 23 24 66 31 0 56 56 7
43 24 67 4 46 70 17 66 56 75
50 31 43 55 59 59 36 46 7 51
33 46 56 7 2 52 59 72 9 39
56 7 25 46 7 56 71 69 56 7
35 7 59 39 17 7 56 49 7 24
27 71 47 68 50 43 24 46 62 17
32 64 49 23 31 39 7 56 7 24
35 7 19 10 59 59 52 6 10 36
72 75 43 11 74 59 45 7 56 49
56 50 31 56 24 55 29 59 55 35
56 36 59 55 0 52 59 72 28 28
56 7 31 46 7 65 56 59 9 3
59 70 70 1 9 68 70 68 46 51
36 21 7 56 46 61 2 7 56 1
7 2 21 32 39 57 39 59 9 6
35 10 59 67 39 7 31 52 36 25
50 31 56 7 7 56 4 46 7 46
9 72 70 69 59 36 59 70 33 47
36 56 60 36 59 55 9 72 31 2
56 56 7 24 8 59 21 59 21 37
60 59 70 14 52 67 36 33 7 31
35 57 32 59 9 55 56 75 11 70
56 60 59 72 70 66 12 68 46 10
62 13 10 59 23 59 21 44 6 9
35 7 5 50 70 56 53 60 59 6
48 44 50 31 7 19 46 19 50 46
45 10 59 70 35 57 38 35 0 9
75 52 7 31 6 32 59 55 46 7
36 14 11 46 46 7 46 7 56 18
31 46 44 9 9 3 61 38 59 21
6 9 70 58 50 9 72 25 9 7
28 57 39 57 47 38 52 59 21 67
60 59 68 72 59 59 21 7 56 25
36 3 16 3 30 18 44 38 9 14
36 70 1 3 38 30 26 72 9 23
50 31 50 36 65 9 0 47 50 9
27 28 59 29 17 70 47 31 59 59
56 56 7 24 50 0 53 70 60 59
35 59 21 7 64 39 15 75 7 56
46 27 38 36 59 72 9 59 15 13
56 60 47 70 25 50 31 35 41 60
19 62 60 59 70 46 7 2 70 70
36 70 21 30 23 52 59 55 7 10
50 31 43 46 39 69 7 46 7 7
